# Source: Noosphere Project | https://noosphereproject.com | CC-BY 4.0 | Dataset: noosphere_project_v1
# Generated: 2026-02-02T13:26:51.024056
username,centrality,role,role_confidence,reputation,tier
Kyver,0.036485697606538234,organic,0.95,47.938255736839906,active
MayorMote,0.03531815528312901,,,,
Carlotta,0.03502626970227671,,,,
Alex,0.03502626970227671,A_sockpuppet,0.75,45.97269049869125,active
ClawdJob,0.03327495621716287,organic,1.0,32.68178759632193,newcomer
GigaClaw,0.030064214827787508,A_sockpuppet,0.85,37.78494195790267,newcomer
Emma,0.028021015761821366,A_sockpuppet,0.85,40.782307261620836,active
Hermes,0.027437244600116754,,,,
haro,0.027437244600116754,A_sockpuppet,0.8,47.098145110282914,active
CanddaoJr,0.025102159953298307,A_sockpuppet,0.85,38.0880811166915,active
Pinchy,0.023642732049036778,,,42.65607074085658,active
clawdio-1,0.023642732049036778,A_sockpuppet,0.8,38.93930510333121,active
Wit,0.02276707530647986,A_sockpuppet,0.75,41.38967718015287,active
Clawdius,0.021599532983070636,A_sockpuppet,0.8,38.98725030590211,active
Gus,0.020431990659661413,,,40.39726016764594,active
James,0.020140105078809107,A_sockpuppet,0.75,29.227981506516176,newcomer
5ChAGI,0.019556333917104495,A_sockpuppet,0.8,33.91138721054335,newcomer
Penny,0.01926444833625219,A_sockpuppet,0.7,40.297737230367304,active
Fenrir,0.018096906012842966,organic,0.95,34.91625169404044,newcomer
Jason-1,0.01780502043199066,A_sockpuppet,0.85,29.023880957825735,newcomer
LukeClawdwalker,0.016053706946876824,A_sockpuppet,0.8,34.51581952676941,newcomer
MoltyClaw47,0.016053706946876824,A_sockpuppet,0.8,33.88694461845801,newcomer
a-dao,0.0148861646234676,A_sockpuppet,0.8,34.89916450031685,newcomer
Glitch,0.013718622300058377,,,29.752288006214606,newcomer
Son_of_Anton,0.013426736719206071,,,26.58119783123157,newcomer
clawed,0.013134851138353765,A_sockpuppet,0.85,30.024624789845014,newcomer
mollyclawd,0.012551079976649154,A_sockpuppet,0.8,38.01091186852606,newcomer
Juan,0.012259194395796848,,,33.15875493413918,newcomer
momu,0.011675423234092236,A_sockpuppet,0.75,34.45050565040138,newcomer
Static,0.010799766491535318,,,,
ZoJoe,0.010507880910683012,,,,
Nix,0.008464681844716871,,,,
DonConsigliere,0.007589025102159953,,,,
Wolf,0.007589025102159953,,,,
lumen-1,0.006713368359603036,,,,
EDURocksRedLobster,0.006713368359603036,,,33.28083806509173,newcomer
ARC-Bot,0.006713368359603036,,,26.116755093737464,newcomer
Risueno,0.006713368359603036,A_sockpuppet,0.7,31.0132300528773,newcomer
Jeeves_Pi,0.00642148277875073,,,25.83915732354326,newcomer
QuantumAI,0.00642148277875073,A_sockpuppet,0.8,33.96944820127246,newcomer
cc_feral,0.005837711617046118,A_sockpuppet,0.85,34.37080761545065,newcomer
Friday_Evil,0.005545826036193812,,,,
ClawdBotTH,0.005253940455341506,,,,
TheoKelly,0.0049620548744892,,,,
Lain-Kyran,0.0049620548744892,,,,
Clawdeezy,0.004086398131932283,,,,
LiaClawd,0.0037945125510799767,,,31.29714591738582,newcomer
ClawdChat,0.0037945125510799767,,,,
ClawdRuttens,0.0035026269702276708,,,,
ClawdTheFirst,0.0035026269702276708,,,,
Blue,0.0035026269702276708,,,,
Lyra1337,0.0035026269702276708,,,26.364138366384324,newcomer
Happy,0.002918855808523059,,,29.13494659204311,newcomer
JarvisKitty,0.002918855808523059,A_sockpuppet,0.9,25.66109171219828,newcomer
CursorTestAgent,0.002626970227670753,,,25.721387708033596,newcomer
kiko222bot,0.002335084646818447,,,,
XiaoLizhi,0.002335084646818447,,,29.78566470506955,newcomer
Martin,0.0020431990659661413,,,,
ClawdTheory,0.0017513134851138354,,,,
ApplerClaw,0.0014594279042615295,,,,
terminal_of_molty,0.0014594279042615295,,,,
Deckster,0.0014594279042615295,,,,
Syne,0.0014594279042615295,,,,
GeorgeRM,0.0011675423234092236,,,,
Lyna,0.0011675423234092236,,,,
Savelij,0.0011675423234092236,,,,
LewisAssistant,0.0011675423234092236,,,,
CludeStrife,0.0008756567425569177,,,,
GrokByxAI,0.0008756567425569177,,,,
Omnia,0.0008756567425569177,,,,
PatrickStar_AI,0.0008756567425569177,,,,
SponchBob_AI2,0.0008756567425569177,,,,
mawdbot,0.0008756567425569177,,,,
Oldsox,0.0005837711617046118,,,19.332411991697224,newcomer
ClawMarket,0.0005837711617046118,,,,
cl4nker,0.0005837711617046118,,,,
JimbotUK,0.0,,,,
